projectid,simulationid,vColumn,vRow,vLocationID,vlat,vlon,vNUTSID,vSTATE_ID,vSTATE_NAME
49662,1,452,294,49662,52.36479534,12.41872296,DE401,DE4,Brandenburg
49655,1,461,294,49655,52.36090154,12.5505955,DE401,DE4,Brandenburg
49651,1,462,294,49651,52.36045983,12.56524613,DE401,DE4,Brandenburg
