CURRENTDAY	Irradiation	Tmin	Tmax	VapourPressure	WindSpeed	Precipitation
18.07.2000	15.105794906616211	13.10048	31.0838	12.887768	1.8758086	0.0
18.07.2000	17.238231658935547	13.10048	31.0838	12.887768	1.8758086	0.0
18.07.2000	17.67441749572754	13.10048	31.0838	12.887768	1.8758086	0.0
18.07.2000	18.485456466674805	13.10048	31.0838	12.887768	1.8758086	0.0
18.07.2000	19.24798011779785	13.10048	31.0838	12.887768	1.8758086	0.0
18.07.2000	18.626201629638672	13.10048	31.0838	12.887768	1.8758086	0.0
18.07.2000	18.66107177734375	13.10048	31.0838	12.887768	1.8758086	0.0
19.07.2000	18.026031494140625	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	16.70525360107422	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	15.736418724060059	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	16.533716201782227	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	17.87312889099121	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	17.825069427490234	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	14.684889793395996	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	12.870704650878906	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	14.180879592895508	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	16.546903610229492	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	18.33099937438965	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	16.30585479736328	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	11.664724349975586	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	12.783431053161621	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	15.589298248291016	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	17.82142448425293	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	18.59569549560547	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	16.317506790161133	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	14.556940078735352	10.7888	29.71763	14.241203	1.3547506	0.0
